id,lat,lon,datetime,aod_055,aod_047,aod_qa
3986,40.43380,-79.87622,2023-03-08T16:20:00+00:00,0.0620,0.0870,1
3986,40.43380,-79.87622,2023-03-08T19:15:00+00:00,0.0340,0.0480,1
3986,40.43380,-79.87622,2023-03-15T16:15:00+00:00,0.1500,0.2090,1
3986,40.43380,-79.87622,2023-03-15T19:15:00+00:00,0.0370,0.0520,1
3986,40.43380,-79.87622,2023-03-16T15:15:00+00:00,0.0520,0.0720,1
3986,40.43380,-79.87622,2023-03-16T18:20:00+00:00,0.0810,0.1130,1057
3986,40.43380,-79.87622,2023-03-20T16:20:00+00:00,0.0840,0.1180,1
3986,40.43380,-79.87622,2023-03-20T17:50:00+00:00,0.0350,0.0490,1
3986,40.43380,-79.87622,2023-03-20T19:30:00+00:00,0.0140,0.0200,1
3986,40.43380,-79.87622,2023-03-21T15:25:00+00:00,0.0770,0.1070,1
3986,40.43380,-79.87622,2023-03-26T15:35:00+00:00,0.0750,0.1040,1
3986,40.43380,-79.87622,2023-03-26T18:50:00+00:00,0.0530,0.0740,1
3986,40.43380,-79.87622,2023-03-30T15:00:00+00:00,0.0450,0.0630,1
3986,40.43380,-79.87622,2023-03-30T16:40:00+00:00,0.0790,0.1090,1
3986,40.43380,-79.87622,2023-03-30T18:25:00+00:00,0.0500,0.0690,1
3986,40.43380,-79.87622,2023-04-01T16:20:00+00:00,0.1790,0.2480,1
3986,40.43380,-79.87622,2023-04-02T15:25:00+00:00,0.0590,0.0830,1
3986,40.43380,-79.87622,2023-04-02T18:50:00+00:00,0.0580,0.0810,1
3986,40.43380,-79.87622,2023-04-04T16:45:00+00:00,0.1630,0.2260,1
3986,40.43380,-79.87622,2023-04-09T15:15:00+00:00,0.0610,0.0860,1
3986,40.43380,-79.87622,2023-04-09T18:50:00+00:00,0.0360,0.0500,1
3986,40.43380,-79.87622,2023-04-10T16:00:00+00:00,0.0870,0.1220,1
3986,40.43380,-79.87622,2023-04-10T17:55:00+00:00,0.0500,0.0700,1
3986,40.43380,-79.87622,2023-04-10T19:35:00+00:00,0.0350,0.0480,1
3986,40.43380,-79.87622,2023-04-11T15:00:00+00:00,0.0900,0.1250,1
3986,40.43380,-79.87622,2023-04-11T18:40:00+00:00,0.1200,0.1670,1
3986,40.43380,-79.87622,2023-04-12T15:40:00+00:00,0.0910,0.1270,1
3986,40.43380,-79.87622,2023-04-12T19:20:00+00:00,0.0730,0.1010,1
3986,40.43380,-79.87622,2023-04-13T16:25:00+00:00,0.0990,0.1380,1
3986,40.43380,-79.87622,2023-04-13T18:25:00+00:00,0.0610,0.0850,1
3986,40.43380,-79.87622,2023-04-14T19:05:00+00:00,0.2340,0.3240,1
3986,40.43380,-79.87622,2023-04-15T16:05:00+00:00,0.2900,0.4000,1057
